,CustomerID,Age,DurationOfPitch,NumberOfFollowups,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,TypeofContact_Company Invited,Occupation_Salaried,Occupation_Free Lancer,Occupation_Small Business,Occupation_Large Business,Gender_Female,Gender_Male,Gender_Fe Male,ProductPitched_Deluxe,ProductPitched_Basic,ProductPitched_Standard,ProductPitched_Super Deluxe,ProductPitched_King,MaritalStatus_Single,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Unmarried,Designation_Manager,Designation_Executive,Designation_Senior Manager,Designation_AVP,Designation_VP
10,200010,-0.2860906782652655,0.8033100207935496,-1.7059007885368949,-1.2563149382143857,-0.2226413713444928,-1.1841117607436873,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,200011,-0.715677942789765,0.6812613304982883,0.2912413703764851,-1.2563149382143857,-1.386914952040935,-1.0899936660329073,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,200012,-0.715677942789765,2.023796923746164,-0.707329709080205,-0.6931432565212594,-0.2226413713444928,-1.0899936660329073,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13,200013,-0.3934874943963904,1.1694560916793335,-0.707329709080205,-1.2563149382143857,0.9416322093519492,-1.1385081478425876,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,200014,-1.0378683911831397,1.7796995431556408,0.2912413703764851,1.559543470251246,-1.386914952040935,-1.2613468157846983,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,200015,-0.9304715750520148,1.4135534722698566,-1.7059007885368949,-0.6931432565212594,-0.2226413713444928,0.2818018216176144,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16,200016,-0.6082811266586401,-0.5392255724543256,-1.7059007885368949,-1.2563149382143857,-1.386914952040935,-1.014893248191522,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
17,200017,-1.6822492879698887,0.8033100207935496,-1.7059007885368949,-0.6931432565212594,-1.386914952040935,-1.085336275779178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
18,200018,1.647052012094982,-0.9053716433401098,0.2912413703764851,-0.129971574828133,-1.386914952040935,1.33883535128693,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,200019,-0.3934874943963904,-0.9053716433401098,-0.707329709080205,1.559543470251246,-0.2226413713444928,-0.9937409341225016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,200020,-0.3934874943963904,0.1930665693172427,-1.7059007885368949,-1.2563149382143857,0.9416322093519492,-0.9937409341225016,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
21,200021,-0.3934874943963904,-0.05103081127328,0.2912413703764851,-1.2563149382143857,-1.386914952040935,-0.9937409341225016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,200022,-0.3934874943963904,-0.2951281918638028,-0.707329709080205,-1.2563149382143857,-1.386914952040935,0.6726344870763993,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,200023,-1.7896461041010137,0.6812613304982883,-0.707329709080205,-0.6931432565212594,-0.2226413713444928,-1.4158169258667206,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,200024,-0.3934874943963904,-0.4171768821590642,-0.707329709080205,-0.129971574828133,-0.2226413713444928,-1.08048482759821,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,200025,1.647052012094982,-0.5392255724543256,-0.707329709080205,0.9963717885581198,-0.2226413713444928,2.0504457704713213,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
26,200026,0.4656870346526085,0.8033100207935496,1.2898124498331751,-0.6931432565212594,0.9416322093519492,-0.3304509388205517,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,200027,0.4656870346526085,-0.1730795015685414,-0.707329709080205,-1.2563149382143857,-0.2226413713444928,-0.3304509388205517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,200028,0.6804806669148583,-0.2951281918638028,0.2912413703764851,0.4332001068649934,-1.386914952040935,0.3338093461175917,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,200029,0.895274299177108,-0.9053716433401098,-0.707329709080205,0.4332001068649934,-0.2226413713444928,2.021919255167229,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,200030,-0.5008843105275153,-0.9053716433401098,-0.707329709080205,0.9963717885581198,0.9416322093519492,-1.1705277058369767,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,200031,0.6804806669148583,0.0710178790219813,-0.707329709080205,-0.129971574828133,-0.2226413713444928,-0.4003117926264914,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,200032,-0.8230747589208899,-0.05103081127328,0.2912413703764851,-0.6931432565212594,-0.2226413713444928,-1.226804504736206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,200033,0.1434965862592339,-0.5392255724543256,-0.707329709080205,0.4332001068649934,-0.2226413713444928,-1.2500914560048524,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,200034,-1.467455655707639,-1.1494690239306324,-0.707329709080205,-0.129971574828133,0.9416322093519492,-1.2099214650664372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,200035,0.5730838507837334,-0.9053716433401098,-1.7059007885368949,-0.6931432565212594,-0.2226413713444928,-1.1416130746784072,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36,200036,1.3248615637016077,-0.7833229530448483,0.2912413703764851,-0.6931432565212594,-1.386914952040935,-1.1342388734433355,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,200037,-0.2860906782652655,-0.9053716433401098,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-1.2640636267660403,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,200039,-0.5008843105275153,-1.1494690239306324,-1.7059007885368949,-0.129971574828133,-1.386914952040935,-0.611640875389459,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,200040,-0.2860906782652655,-0.661274262749587,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-1.27628927618208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
40,200041,-1.1452652073142644,-0.9053716433401098,-0.707329709080205,-0.6931432565212594,-0.2226413713444928,-1.2006066845589785,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,200042,-1.2526620234453891,1.9017482334509024,1.2898124498331751,-0.6931432565212594,-0.2226413713444928,-1.2099214650664372,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,200043,-1.1452652073142644,-0.1730795015685414,-0.707329709080205,-0.6931432565212594,-1.386914952040935,0.0384531808602577,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,200044,0.3582902185214837,-1.1494690239306324,-0.707329709080205,-0.6931432565212594,-1.386914952040935,2.137965895655985,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,200045,0.3582902185214837,0.3151152596125041,-0.707329709080205,-0.6931432565212594,-1.386914952040935,2.137965895655985,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,200046,-0.3934874943963904,1.1694560916793335,-0.707329709080205,-1.2563149382143857,-0.2226413713444928,-0.7684396805983459,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,200047,-0.0712970460030158,1.1694560916793335,-0.707329709080205,0.9963717885581198,-0.2226413713444928,-1.0684532361094092,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,200048,0.895274299177108,-0.5392255724543256,-0.707329709080205,0.9963717885581198,-0.2226413713444928,-0.5347939362029254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,200049,-0.2860906782652655,-0.1730795015685414,-1.7059007885368949,-0.6931432565212594,-0.2226413713444928,-1.2145788553201664,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,200050,1.1100679314393578,-1.1494690239306324,0.2912413703764851,-1.2563149382143857,0.9416322093519492,-0.6106705857532654,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,200051,0.6804806669148583,-0.5392255724543256,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-0.987142964596385,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,200052,0.6804806669148583,-1.1494690239306324,-0.707329709080205,1.559543470251246,-1.386914952040935,-0.5965043570648387,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
52,200053,-0.2860906782652655,0.1930665693172427,0.2912413703764851,-0.129971574828133,-0.2226413713444928,0.2631722606026971,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,200054,-0.5008843105275153,1.6576508528603793,0.2912413703764851,-1.2563149382143857,-1.386914952040935,0.9567352925538876,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,200055,-0.5008843105275153,-1.1494690239306324,-0.707329709080205,-0.6931432565212594,-1.386914952040935,0.9567352925538876,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,200056,-0.2860906782652655,1.0474074013840724,-0.707329709080205,-0.6931432565212594,-1.386914952040935,0.1050150499031391,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,200057,-0.715677942789765,1.6576508528603793,-0.707329709080205,0.4332001068649934,-1.386914952040935,-0.5070436526077882,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,200058,-0.715677942789765,-0.2951281918638028,-0.707329709080205,0.4332001068649934,-1.386914952040935,-0.5070436526077882,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
58,200059,-0.0712970460030158,-1.1494690239306324,0.2912413703764851,-0.6931432565212594,-0.2226413713444928,-0.4919071342831679,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
59,200060,-0.6082811266586401,-1.1494690239306324,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-0.459111344579824,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,200061,0.036099770128109,2.389942994631948,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-1.1879929192884615,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,200062,1.3248615637016077,-0.2951281918638028,0.2912413703764851,1.559543470251246,-0.2226413713444928,1.981749264228814,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
62,200063,2.291432908881731,1.9017482334509024,-0.707329709080205,-1.2563149382143857,-1.386914952040935,-0.1728759019027099,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
63,200064,-0.1786938621341406,-0.1730795015685414,-0.707329709080205,-0.6931432565212594,-0.2226413713444928,0.304312541177306,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
64,200065,1.861845644357232,-0.1730795015685414,-0.707329709080205,-0.129971574828133,-0.2226413713444928,1.208622482109748,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
65,200066,-0.1786938621341406,0.1930665693172427,0.2912413703764851,-0.6931432565212594,-0.2226413713444928,-0.3937138231003749,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
66,200067,0.7878774830459832,-0.2951281918638028,-0.707329709080205,-0.129971574828133,-0.2226413713444928,0.2321229922445017,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
67,200068,-0.2860906782652655,-1.1494690239306324,-0.707329709080205,0.9963717885581198,-0.2226413713444928,-1.2291331998630706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,200069,2.291432908881731,-0.05103081127328,0.2912413703764851,-1.2563149382143857,-0.2226413713444928,-0.9974280347400372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,200070,2.291432908881731,-1.1494690239306324,0.2912413703764851,-1.2563149382143857,-0.2226413713444928,-0.5928172564473031,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,200071,-0.9304715750520148,-0.9053716433401098,-0.707329709080205,-1.2563149382143857,-1.386914952040935,-1.1303577148985613,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,200072,-0.715677942789765,-1.1494690239306324,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-1.1695574162007831,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,200073,-0.6082811266586401,-1.1494690239306324,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-0.4478559847999781,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,200074,-0.1786938621341406,-0.4171768821590642,-1.7059007885368949,0.4332001068649934,-1.386914952040935,-1.0653483092735898,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,200075,-0.715677942789765,-0.4171768821590642,-0.707329709080205,-0.6931432565212594,-0.2226413713444928,0.9154009540520398,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,200076,-0.2860906782652655,-0.4171768821590642,0.2912413703764851,-1.2563149382143857,-0.2226413713444928,0.9154009540520398,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,200077,0.7878774830459832,-0.4171768821590642,-0.707329709080205,0.9963717885581198,-1.386914952040935,0.9154009540520398,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,200078,-0.0712970460030158,-0.2951281918638028,-0.707329709080205,0.9963717885581198,-1.386914952040935,0.996711225565064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,200079,0.895274299177108,-0.5392255724543256,0.2912413703764851,-1.2563149382143857,-0.2226413713444928,-0.6805314395592051,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
79,200080,-0.8230747589208899,-1.1494690239306324,0.2912413703764851,-0.6931432565212594,-0.2226413713444928,-0.6601553571991394,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80,200081,-0.2860906782652655,-1.1494690239306324,0.2912413703764851,-0.6931432565212594,-1.386914952040935,-1.1000846782493208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,200082,1.861845644357232,-1.1494690239306324,-0.707329709080205,0.4332001068649934,-0.2226413713444928,0.3320628247724432,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,200083,0.036099770128109,-0.4171768821590642,1.2898124498331751,-1.2563149382143857,0.9416322093519492,-0.6207615979696789,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
83,200084,-0.3934874943963904,-0.2951281918638028,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-0.2460357404717078,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,200085,1.9692424604883567,-0.2951281918638028,1.2898124498331751,0.9963717885581198,-1.386914952040935,-0.2460357404717078,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
85,200086,-1.574852471838764,-0.9053716433401098,-0.707329709080205,0.4332001068649934,-0.2226413713444928,-1.2042937851765143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
86,200087,1.4322583798327324,-0.05103081127328,-0.707329709080205,0.4332001068649934,-1.386914952040935,-1.2522260932044784,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
