CustomerID,Age,DurationOfPitch,NumberOfFollowups,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome
200039,0.00016411862065070977,2.983974920921996e-05,9.946583069739986e-06,1.491987460460998e-05,0.0,0.10133578831451098
200040,0.00017434019554546812,4.981148444156232e-05,1.4943445332468697e-05,9.962296888312465e-06,0.0,0.0844354472768923
200041,0.00013446803312383283,3.984238018483936e-05,1.494089256931476e-05,9.96059504620984e-06,4.98029752310492e-06,0.08636333934816241
200042,0.0001294897614301615,0.00015439163862826947,2.490187719810798e-05,9.960750879243192e-06,4.980375439621596e-06,0.08612563247737626
200043,0.00013403155904705618,6.949784543180691e-05,1.489239544967291e-05,9.928263633115273e-06,0.0,0.11777899147964649
200044,0.0002019656387257635,2.9555947130599536e-05,1.4777973565299768e-05,9.851982376866512e-06,0.0,0.17016836560442683
200045,0.0002019646576541507,8.866741067743203e-05,1.4777901779572003e-05,9.851934519714669e-06,0.0,0.17016753899177162
200046,0.000169153578779013,0.00012437763145515661,1.4925315774618795e-05,4.975105258206265e-06,4.975105258206265e-06,0.09735285969258019
200047,0.00018421051516262773,0.0001244665642990728,1.4935987715888733e-05,2.4893312859814556e-05,4.9786625719629114e-06,0.08972545687191559
200048,0.00022871514064904636,5.469275102477196e-05,1.4916204824937807e-05,2.4860341374896344e-05,4.9720682749792685e-06,0.10327980220786936
200049,0.0001743088797392283,6.972355189569132e-05,9.960507413670188e-06,9.960507413670188e-06,4.980253706835094e-06,0.08600400126333524
200050,0.00023870439712765762,2.9838049640957202e-05,1.9892033093971467e-05,4.973008273492867e-06,9.946016546985734e-06,0.10135488162205812
200051,0.00021901534355977826,5.4753835889944565e-05,1.4932864333621245e-05,9.955242889080829e-06,0.0,0.09179231705876979
200052,0.00021880213498610035,2.9836654770831867e-05,1.4918327385415934e-05,2.9836654770831867e-05,0.0,0.10171315611376583
200053,0.0001736156866540492,8.432761923196676e-05,1.9841792760462767e-05,1.4881344570347075e-05,4.960448190115692e-06,0.12343579276283886
200054,0.00016331138852361215,0.00014351606870256824,1.9795319821043895e-05,4.948829955260974e-06,0.0,0.1408338028668168
200055,0.00016331059000018232,2.9692834545487694e-05,1.4846417272743847e-05,9.897611515162565e-06,0.0,0.14083311424924813
200056,0.0001736984004981595,0.00011910747462730938,1.4888434328413672e-05,9.925622885609113e-06,0.0,0.11944990861686289
200057,0.00015411590262472287,0.00014417294116506334,1.4914442189489311e-05,1.9885922919319084e-05,0.0,0.10397851946438966
200058,0.0001541151418771448,6.462893046460911e-05,1.4914368568755947e-05,1.9885824758341263e-05,0.0,0.10397800620517687
200059,0.00018393553901858094,2.982738470571583e-05,1.9884923137143887e-05,9.942461568571943e-06,4.971230784285972e-06,0.1043610478545154
200060,0.00015906459749578483,2.9824612030459656e-05,1.4912306015229828e-05,9.941537343486552e-06,0.0,0.1051914066314312
200061,0.00018922722410456852,0.00017428823272789203,1.493899137667646e-05,9.959327584450974e-06,0.0,0.08667602796747682
200062,0.0002464424232498456,6.407503004495986e-05,1.9715393859987647e-05,2.957309078998147e-05,4.928848464996912e-06,0.1662993472089958
200063,0.00029303720889648903,0.00015396870297951118,1.4900197062533341e-05,4.96673235417778e-06,0.0,0.11243192030152241
200064,0.0001785431951281493,6.943346477205806e-05,1.4878599594012441e-05,9.919066396008294e-06,4.959533198004147e-06,0.12446444513711208
200065,0.00027191951406129415,6.921587630651124e-05,1.4831973494252408e-05,1.4831973494252408e-05,4.9439911647508025e-06,0.14711340109832488
200066,0.00017891059134496218,8.448555702400993e-05,1.9878954593884687e-05,9.939477296942344e-06,4.969738648471172e-06,0.10684441120348173
200067,0.0002232265812016103,6.448767901379854e-05,1.4881772080107354e-05,1.4881772080107354e-05,4.960590693369118e-06,0.12264564430285808
200068,0.0001742980347898759,2.987966310683587e-05,1.4939831553417935e-05,2.4899719255696557e-05,4.979943851139311e-06,0.08562515457648932
200069,0.0002936605596677427,7.465946432230747e-05,1.9909190485948658e-05,4.9772976214871646e-06,4.9772976214871646e-06,0.09152254866390598
200070,0.0002933648231857858,2.9833710832452796e-05,1.988914055496853e-05,4.972285138742133e-06,4.972285138742133e-06,0.10179759364546768
200071,0.00014438442586435903,3.983018644534042e-05,1.4936319917002658e-05,4.978773305667552e-06,0.0,0.08813922383023268
200072,0.00015435481168389178,2.9875124842043568e-05,1.4937562421021784e-05,9.958374947347855e-06,0.0,0.08714075997676742
200073,0.00015904954698470916,2.982179005963297e-05,1.4910895029816484e-05,9.940596686544322e-06,0.0,0.10546973084423526
200074,0.0001792065801066441,5.9735526702214696e-05,9.955921117035782e-06,1.9911842234071564e-05,0.0,0.08979245255454572
200075,0.00015342063462531598,5.9388632758186825e-05,1.4847158189546706e-05,9.898105459697804e-06,4.949052729848902e-06,0.13978599435458225
200076,0.00017321599613783227,5.938834153297107e-05,1.979611384432369e-05,4.949028461080922e-06,4.949028461080922e-06,0.13978530888323065
200077,0.00022270518717012254,5.938804991203268e-05,1.484701247800817e-05,2.4745020796680283e-05,0.0,0.13978462248044693
200078,0.00018305881095017119,6.43179606041142e-05,1.4842606293257123e-05,2.473767715542854e-05,0.0,0.14181615559664074
200079,0.0002287667004527664,5.470508054305284e-05,1.9892756561110122e-05,4.9731891402775304e-06,4.9731891402775304e-06,0.09956821977749644
200080,0.00014918716156437796,2.983743231287559e-05,1.9891621541917062e-05,9.945810770958531e-06,4.9729053854792654e-06,0.1000846937881557
200081,0.000174236444624328,2.986910479274194e-05,1.991273652849463e-05,9.956368264247314e-06,0.0,0.08890539041559639
200082,0.00027272602379433645,2.9751929868473067e-05,1.4875964934236534e-05,1.9834619912315376e-05,4.958654978078844e-06,0.12515149299173195
200083,0.00018894841287788128,5.966791985617303e-05,2.486163327340543e-05,4.972326654681086e-06,9.944653309362172e-06,0.1010824285630118
200084,0.00016888666176209172,6.457431185021154e-05,1.490176427312574e-05,9.93450951541716e-06,0.0,0.11057109090659299
200085,0.00027816488626654904,6.45739914547346e-05,2.4836150559513306e-05,2.4836150559513306e-05,0.0,0.11057054229095324
200086,0.00011452220839178641,3.9833811614534405e-05,1.4937679355450402e-05,1.9916905807267203e-05,4.979226451816801e-06,0.08625016059837062
200087,0.00025396603117786346,7.469589152290101e-05,1.4939178304580202e-05,1.9918904406106935e-05,0.0,0.08502882318356898
200088,0.0002281781258587004,3.9683152323252244e-05,1.9841576161626122e-05,9.920788080813061e-06,0.0,0.12211994088076837
200089,0.00022817700202756823,7.440554413942443e-05,1.9841478437179846e-05,9.920739218589923e-06,4.960369609294962e-06,0.12211933941123267
200090,0.00019791207977820933,2.96868119667314e-05,1.9791207977820933e-05,9.895603988910467e-06,9.895603988910467e-06,0.1410272002479575
200091,0.00025356430700160324,0.0001342399272361429,1.4915547470682544e-05,4.971849156894182e-06,4.971849156894182e-06,0.10162956861607396
200092,0.00014917212979011975,4.972404326337325e-05,1.9889617305349303e-05,9.944808652674651e-06,4.972404326337326e-06,0.10048731903095101
200093,0.0002280238610848712,2.9742242750200594e-05,1.982816183346706e-05,1.4871121375100297e-05,4.957040458366765e-06,0.12726209968764998
200094,0.00015913110922007658,5.967416595752872e-05,1.491854148938218e-05,9.945694326254786e-06,0.0,0.09950667173417914
200095,0.000267166178005588,3.958017451934637e-05,1.484256544475489e-05,4.947521814918297e-06,0.0,0.14124680029410244
200096,0.00011934780101226694,4.47554253796001e-05,1.4918475126533367e-05,4.97282504217779e-06,0.0,0.0994515280185136
200097,0.0002868883386888512,4.94635066704916e-05,1.4839052001147478e-05,9.89270133409832e-06,0.0,0.14281103645904333
200098,0.0002868869336502318,7.914122307592601e-05,1.4838979326736128e-05,4.946326442245376e-06,4.946326442245376e-06,0.1428103370405085
200099,0.00021909796172214026,0.00014440547477141062,1.4938497390145926e-05,2.489749565024321e-05,0.0,0.08486062417428895
200100,0.00018423814100610057,5.9752910596573154e-05,1.4938227649143289e-05,2.4897046081905482e-05,0.0,0.08501345355127446
200101,0.00015927924123857593,2.9864857732232985e-05,1.4932428866116492e-05,9.954952577410995e-06,9.954952577410995e-06,0.08937556423999592
200102,9.955036036476625e-05,5.973021621885975e-05,1.991007207295325e-05,9.955036036476626e-06,4.977518018238313e-06,0.08922698799493999
200103,0.00016908600654645865,3.9784942716813796e-05,1.4919353518805174e-05,9.946235679203449e-06,0.0,0.09851249128467056
200104,0.00018397226066435785,3.977778608959089e-05,1.9888893044795445e-05,2.9833339567193165e-05,4.972223261198861e-06,0.10025493761555264
200105,0.0002907164855576475,3.941918448239288e-05,1.970959224119644e-05,4.92739806029911e-06,4.92739806029911e-06,0.16676285995276308
200106,0.0002465035093040458,2.9580421116485492e-05,1.4790210558242746e-05,1.9720280744323663e-05,9.860140372161832e-06,0.16354028821267613
200107,0.00012426723508094845,5.4677583435617315e-05,1.988275761295175e-05,9.941378806475876e-06,0.0,0.10311198098076778
200108,0.00012443629126415877,6.470687145736257e-05,1.9909806602265406e-05,9.954903301132703e-06,9.954903301132703e-06,0.08904163257698146
200109,0.00010950426640284332,0.00010452679974816863,1.493239996402409e-05,9.954933309349392e-06,4.977466654674696e-06,0.0889523065856915
200110,0.0002532661702467737,2.97960200290322e-05,1.986401335268813e-05,1.986401335268813e-05,0.0,0.11165561905546
200111,0.00016897129310581232,6.460667089339883e-05,2.4848719574384165e-05,9.939487829753666e-06,4.969743914876833e-06,0.10473238326211438
200112,0.00026639503890652985,0.0001578637267594251,9.866482922464069e-06,1.4799724383696105e-05,0.0,0.15948182995870921
200113,0.00011946194700847149,0.00011946194700847149,1.4932743376058937e-05,4.9775811253529786e-06,0.0,0.08847152692202385
200114,0.0001691017930284011,4.476223933104735e-05,1.98943285915766e-05,3.481507503525905e-05,4.97358214789415e-06,0.09700971979467539
200115,0.00018374329066836258,4.469431394635846e-05,1.4898104648786155e-05,1.4898104648786155e-05,0.0,0.1113782303543253
200116,0.0001684166942870183,5.4487754034035327e-05,1.981372873964921e-05,1.4860296554736908e-05,0.0,0.13191485251639953
200117,0.00017853579765990597,8.430857111717782e-05,1.4877983138325497e-05,4.959327712775165e-06,0.0,0.12268384895863205
200118,0.00017918365646156644,4.479591411539161e-05,1.4931971371797205e-05,2.986394274359441e-05,0.0,0.08877056980533438
200119,0.0002121834073917454,0.00015790393108222915,1.4803493538958981e-05,9.868995692639322e-06,0.0,0.15770161667053004
200120,0.00014933278960353443,0.00014435502995008328,2.488879826725574e-05,9.955519306902295e-06,9.955519306902295e-06,0.08767328077623507
200121,0.0001639872876046293,0.00013914072887665518,1.4907935236784483e-05,4.969311745594828e-06,4.969311745594828e-06,0.10508106617234822
200122,0.0002784473219060276,9.944547210929557e-05,1.4916820816394336e-05,4.9722736054647785e-06,4.9722736054647785e-06,0.09926149798589337
200123,0.0002511309271236211,5.908962991144026e-05,1.4772407477860065e-05,4.924135825953355e-06,0.0,0.17006487902095102
200124,0.00015404428907690325,5.963004738460771e-05,2.484585307691988e-05,2.484585307691988e-05,4.969170615383976e-06,0.10520728026890953
200125,0.00012943228677935888,5.973797851355025e-05,1.991265950451675e-05,9.956329752258376e-06,0.0,0.08646076756861173
200126,0.0002875267036272705,0.00014376335181363526,1.4872070877272614e-05,9.914713918181742e-06,0.0,0.12548061934850813
200127,9.46118552258201e-05,0.00013942799717489278,1.4938713983024226e-05,9.959142655349484e-06,4.979571327674742e-06,0.08303435188897633
200128,0.00010951066009831874,3.9822058217570446e-05,1.4933271831588918e-05,4.977757277196306e-06,9.955514554392612e-06,0.08722524076831087
200129,0.0002434326075981195,0.00012916832239900217,1.4904037199884866e-05,9.936024799923245e-06,9.936024799923245e-06,0.1071451234299723
200130,0.0002138228123137998,8.950722375926503e-05,9.94524708436278e-06,2.4863117710906952e-05,9.94524708436278e-06,0.09815461609911846
200131,0.0002480284226254124,8.929023214514846e-05,1.4881705357524744e-05,2.480284226254124e-05,0.0,0.12008544109831967
200132,0.00015416328867554738,7.459513968171647e-05,2.4865046560572157e-05,1.9892037248457728e-05,0.0,0.09726708913564616
200133,0.00020350226735667455,7.44520490329297e-05,1.4890409806585942e-05,1.985387974211459e-05,4.9634699355286475e-06,0.1150979043349738
200134,0.00012939401923175344,0.0001542774844686291,1.4930079142125397e-05,9.953386094750265e-06,0.0,0.08929182665600462
200135,0.00017899228379901654,5.966409459967218e-05,2.4860039416530074e-05,3.48040551831421e-05,4.972007883306015e-06,0.09914680920100524
200136,0.00025275928797570857,6.938490258156706e-05,2.4780322350559667e-05,1.48681934103358e-05,4.956064470111933e-06,0.1271230536583711
200137,0.00019381238526959828,4.96954834024611e-05,1.987819336098444e-05,2.484774170123055e-05,0.0,0.10387349940782419
200138,0.00012405149500818987,0.00016871003321113824,1.984823920131038e-05,1.4886179400982786e-05,0.0,0.11729813161994401
200139,0.00014905037915070832,7.452518957535416e-05,1.4905037915070831e-05,4.968345971690277e-06,4.968345971690277e-06,0.10605928145767235
200140,0.0001890652616788825,7.46310243469273e-05,1.4926204869385461e-05,4.975401623128487e-06,4.975401623128487e-06,0.09180611074996683
200141,0.00018906432256083133,0.00017413819183234467,1.4926130728486685e-05,2.985226145697337e-05,0.0,0.0918056547340121
200143,0.00014931452253462684,0.00011945161802770146,1.4931452253462683e-05,9.954301502308456e-06,0.0,0.08775712204435135
200144,0.0001591184354692604,5.469696219255827e-05,2.486225554207194e-05,4.9724511084143875e-06,4.9724511084143875e-06,0.09779816840029418
200145,0.0001492751487000211,5.4734221190007745e-05,1.4927514870002111e-05,2.9855029740004223e-05,4.9758382900007035e-06,0.09058016023117281
200146,0.00014930654973905187,3.9815079930413834e-05,1.9907539965206917e-05,4.976884991301729e-06,0.0,0.08819040204586664
200147,0.000202251765599599,7.892751828277034e-05,1.9731879570692584e-05,2.466484946336573e-05,0.0,0.15874790411611453
200148,0.00020409285259422047,7.466811680276358e-05,1.4933623360552717e-05,1.4933623360552717e-05,9.955748907035145e-06,0.08580859982973592
200149,9.460899435669999e-05,4.4814786800542106e-05,1.4938262266847367e-05,9.95884151123158e-06,9.95884151123158e-06,0.08207579231481506
200150,0.00019879941972189617,0.00015903953577751692,1.4909956479142212e-05,9.939970986094808e-06,0.0,0.10240655108424176
200151,0.00017379308944434093,2.97931010476013e-05,1.489655052380065e-05,9.931033682533766e-06,9.931033682533766e-06,0.11070619797604517
200152,0.0002638144315047507,5.9731569397302035e-05,1.4932892349325509e-05,1.4932892349325509e-05,0.0,0.08614287833247576
200153,0.00022398823776761609,7.46627459225387e-05,1.4932549184507739e-05,4.977516394835913e-06,0.0,0.08634995441761342
200154,0.00015873998405708733,6.944874302497571e-05,1.4881873505351938e-05,9.921249003567958e-06,4.960624501783979e-06,0.11904506679381194
200155,0.00014408688530823102,6.459067272437942e-05,1.4905539859472175e-05,9.93702657298145e-06,4.968513286490725e-06,0.104994622770122
200156,0.00025339292004144094,6.459035216742611e-05,1.987395451305419e-05,1.4905465884790643e-05,4.968488628263547e-06,0.10499410169246529
200157,0.0002885629136952247,7.4628339748765e-05,1.9900890599670667e-05,2.4876113249588334e-05,0.0,0.09127543473538952
200158,0.00019819545088288373,4.954886272072093e-05,1.9819545088288374e-05,4.9548862720720935e-06,0.0,0.12810858456442398
200159,0.00016923900589343584,3.982094256316138e-05,1.4932853461185517e-05,3.4843324742766205e-05,9.955235640790345e-06,0.08576933266322921
200160,0.00010950273686486671,0.00012443492825553037,1.4932191390663643e-05,9.95479426044243e-06,4.977397130221215e-06,0.0862234504868221
200161,0.00013440615553443093,7.467008640801718e-05,1.4934017281603436e-05,3.484604032374135e-05,0.0,0.08474557006733896
200162,0.00013934215420432654,0.00013436564869702915,1.4929516521892129e-05,9.953011014594752e-06,0.0,0.08814884205075843
200163,0.00028266877823058937,0.0001487730411739944,9.918202744932961e-06,1.9836405489865922e-05,4.9591013724664805e-06,0.12119547844170832
200164,0.00013437294690934472,4.4790982303114904e-05,1.9907103245828846e-05,9.953551622914423e-06,9.953551622914423e-06,0.08742204390405738
200165,0.00024607605750390574,8.366585955132796e-05,1.4764563450234345e-05,1.968608460031246e-05,4.921521150078115e-06,0.17188904768762825
200166,0.00020405595823171584,9.953949182034919e-05,1.4930923773052379e-05,2.4884872955087297e-05,4.97697459101746e-06,0.08685318358784569
200167,0.00014877190509684997,5.4549698535511656e-05,1.4877190509684998e-05,1.4877190509684998e-05,4.959063503228332e-06,0.12109537168533265
200168,0.0001885252410019499,2.9767143316097354e-05,1.9844762210731568e-05,2.4805952763414463e-05,4.961190552682892e-06,0.11751075943084699
200169,0.0001592197463996046,5.970740489985173e-05,1.4926851224962932e-05,1.9902468299950576e-05,4.975617074987644e-06,0.08975018079862712
200170,0.00013433979469955456,0.00011443760289221315,1.4926643855506063e-05,4.975547951835355e-06,0.0,0.08984844491424283
200171,9.456530682515605e-05,2.986272847110191e-05,2.488560705925159e-05,4.977121411850319e-06,4.977121411850319e-06,0.08622862846030677
200172,0.00017919358263256816,4.479839565814204e-05,1.4932798552714014e-05,2.488799758785669e-05,0.0,0.08505722055625903
200173,0.00014926328527515594,7.463164263757797e-05,1.4926328527515594e-05,9.950885685010397e-06,4.9754428425051984e-06,0.08991620304975394
200174,0.0002236900135666137,4.970889190369193e-05,1.491266757110758e-05,2.4854445951845966e-05,0.0,0.09944760914252608
200175,0.0002786922260574901,3.981317515107001e-05,1.4929940681651254e-05,2.4883234469418757e-05,4.9766468938837515e-06,0.08709132064296565
200176,0.00016422853750806113,3.9812978789833e-05,1.4929867046187376e-05,4.976622348729125e-06,4.976622348729125e-06,0.0870908911027597
200177,9.461040863426959e-05,3.9835961530218775e-05,1.9917980765109388e-05,9.958990382554694e-06,0.0,0.08017983156994783
200178,0.00022796008216641856,2.9733923760837204e-05,1.4866961880418602e-05,9.911307920279068e-06,4.955653960139534e-06,0.12613626024743155
200179,0.00018912610820801884,7.465504271369164e-05,1.493100854273833e-05,9.954005695158886e-06,4.977002847579443e-06,0.08604242522895342
200180,0.00016921559039177788,8.958472432505886e-05,1.4930787387509812e-05,4.9769291291699375e-06,9.953858258339875e-06,0.08615562015506079
200181,0.00016921474974181512,0.0001642378453376441,1.4930713212513099e-05,1.4930713212513099e-05,0.0,0.08615519214060476
200182,0.00020397783991553078,0.0001293518009220439,1.4925207798697374e-05,9.950138532464916e-06,9.950138532464916e-06,0.09024775648945679
200183,0.00026361128791413174,2.984278731103378e-05,1.9895191540689188e-05,1.492139365551689e-05,0.0,0.09296028247387023
200184,0.0002637210457364294,9.951737574959602e-05,9.951737574959601e-06,9.951737574959601e-06,4.975868787479801e-06,0.08835152619049134
200185,0.00016420285961838278,9.951688461720169e-05,1.4927532692580253e-05,9.951688461720169e-06,0.0,0.08835109016315167
200186,0.0001969877420549614,4.924693551374035e-05,1.4774080654122103e-05,9.84938710274807e-06,4.924693551374035e-06,0.1676020956339125
200187,0.0002709260606956304,9.851856752568376e-05,9.851856752568376e-06,4.925928376284188e-06,9.851856752568376e-06,0.16611215670505539
200188,0.00016857774203297307,3.96653510665819e-05,1.983267553329095e-05,9.916337766645475e-06,0.0,0.12170817157892323
200189,0.00025217482034734347,4.4501438884825326e-05,1.483381296160844e-05,1.9778417282144588e-05,4.944604320536147e-06,0.14207826054628564
200190,0.00025587227103843516,2.9523723581357902e-05,1.9682482387571937e-05,4.920620596892984e-06,0.0,0.17221680027065753
200191,0.00013437160033927522,7.465088907737511e-05,1.4930177815475024e-05,9.95345187698335e-06,0.0,0.08599284749119765
200192,0.000173885663950816,0.00014407669298781896,1.9872647308664683e-05,1.9872647308664683e-05,4.968161827166171e-06,0.10391407277700764
200193,0.00021401439718927,6.470202705722116e-05,9.954158008803256e-06,2.4885395022008142e-05,4.977079004401628e-06,0.08505330310621942
200194,0.000222000039649775,3.946667371551556e-05,1.973333685775778e-05,4.933334214439445e-06,0.0,0.15684056134545882
200195,0.0001740826899206751,0.00013429236079594937,9.947582281181433e-06,9.947582281181433e-06,9.947582281181433e-06,0.09233345873392607
200196,0.00017393978368526318,0.0001341821188429173,1.49091243158797e-05,2.98182486317594e-05,0.0,0.10071113475376739
200197,0.00020872670706579064,0.00013418145454229398,1.4909050504699331e-05,1.4909050504699331e-05,0.0,0.10071063615924397
200198,0.0001887215602029694,3.97308547795725e-05,1.489907054233969e-05,4.966356847446563e-06,4.966356847446563e-06,0.10703988913301578
200199,0.00018874972807812385,0.0001738484337561667,1.4901294321957146e-05,1.9868392429276195e-05,4.967098107319049e-06,0.1056054728597103
200200,0.00013407231888724782,0.00011917539456644252,1.9862565761073753e-05,2.979384864161063e-05,4.965641440268438e-06,0.10827084596361303
200201,0.00024331522456093273,0.0001191748038665793,1.4896850483322412e-05,9.931233655548274e-06,4.965616827774137e-06,0.10827030931278729
200202,0.000199018311059105,7.960732442364202e-05,1.4926373329432876e-05,9.950915552955252e-06,0.0,0.08826959641248956
200203,0.00019901732381790547,0.00012438582738619091,1.492629928634291e-05,4.975433095447637e-06,4.975433095447637e-06,0.08826915854633653
200204,0.0001887038962534003,0.000173806220233395,1.4897676020005288e-05,4.965892006668429e-06,4.965892006668429e-06,0.10762577746052486
200205,0.00014393421193623846,0.00016378720668606446,1.4889746062369496e-05,9.926497374912997e-06,4.9632486874564985e-06,0.11236298703532767
200206,0.00010947752997944769,5.4738764989723846e-05,9.952502725404336e-06,9.952502725404336e-06,0.0,0.08622848361290317
200207,0.00017915754373297265,0.00011943836248864842,1.4929795311081053e-05,9.953196874054036e-06,9.953196874054036e-06,0.08536359299032444
200208,0.00019881486716547285,2.9822230074820927e-05,1.9881486716547286e-05,4.970371679136821e-06,0.0,0.09879110749452347
200209,0.00022807291235340448,2.974864074174841e-05,1.4874320370874205e-05,4.958106790291402e-06,0.0,0.12095797325594904
200210,0.0001585612315794927,4.955038486859147e-05,2.4775192434295735e-05,9.910076973718295e-06,4.955038486859147e-06,0.12585797756622233
200211,0.00014882249763876692,2.9764499527753385e-05,1.9842999685168922e-05,9.921499842584461e-06,4.9607499212922305e-06,0.11644864365241382
200212,0.00013381940604081593,0.00012886313174300794,1.4868822893423994e-05,9.912548595615996e-06,4.956274297807998e-06,0.12381268823354159
200213,0.00025236101600983993,6.9275573022309e-05,1.9793020863516855e-05,2.9689531295275285e-05,4.948255215879214e-06,0.1360275358845196
200214,0.00014926035111146783,4.477810533344035e-05,1.4926035111146784e-05,2.9852070222293568e-05,4.975345037048927e-06,0.08784966731917292
200215,0.0002027232950064555,5.933364731896259e-05,1.4833411829740647e-05,1.9777882439654196e-05,4.944470609913549e-06,0.14136735920803828
200216,0.0001489661040329436,0.00015889717763513985,1.9862147204392482e-05,2.9793220806588723e-05,4.9655368010981204e-06,0.10773228643662482
200217,0.00014432000860888918,2.9859312125977072e-05,1.4929656062988536e-05,4.9765520209961784e-06,0.0,0.08489002437415281
200218,0.00022317522499254612,5.9513393331345634e-05,1.9837797777115212e-05,3.471614610995162e-05,0.0,0.11835726098771364
