CustomerID,Age,DurationOfPitch,NumberOfFollowups,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome
200051,0.6153846153846154,-0.18181818181818182,-1.0,-0.5,-1.0,-0.7166056509903314
200052,0.6153846153846154,-0.6363636363636364,-1.0,1.5,-1.0,-0.3386839387965831
200053,-0.07692307692307693,0.36363636363636365,0.0,0.0,0.0,0.49300666478926125
200054,-0.23076923076923078,1.4545454545454546,0.0,-1.0,-1.0,1.1639913639350419
200055,-0.23076923076923078,-0.6363636363636364,-1.0,-0.5,-1.0,1.1639913639350419
200056,-0.07692307692307693,1.0,-1.0,-0.5,-1.0,0.3399981225945743
200057,-0.38461538461538464,1.4545454545454546,-1.0,0.5,-1.0,-0.25213554867173565
200058,-0.38461538461538464,0.0,-1.0,0.5,-1.0,-0.25213554867173565
200059,0.07692307692307693,-0.6363636363636364,0.0,-0.5,0.0,-0.23749178635126256
200060,-0.3076923076923077,-0.6363636363636364,-1.0,-0.5,-1.0,-0.20576363465690417
200061,0.15384615384615385,2.0,-1.0,-0.5,-1.0,-0.9109171125504553
200062,1.0769230769230769,0.0,0.0,1.5,0.0,2.1556369097906694
200063,1.7692307692307692,1.6363636363636365,-1.0,-1.0,-1.0,0.07115366563409369
200064,0.0,0.09090909090909091,-1.0,-0.5,0.0,0.5328076598141369
200065,1.4615384615384615,0.09090909090909091,-1.0,0.0,0.0,1.4076785881911198
200066,0.0,0.36363636363636365,0.0,-0.5,0.0,-0.14249507181075755
200067,0.6923076923076923,0.0,-1.0,0.0,0.0,0.46296817797803436
200068,-0.07692307692307693,-0.6363636363636364,-1.0,1.0,0.0,-0.9507181075753309
200069,1.7692307692307692,0.18181818181818182,0.0,-1.0,0.0,-0.7265558997465502
200070,1.7692307692307692,-0.6363636363636364,0.0,-1.0,0.0,-0.3351168684877499
200071,-0.5384615384615384,-0.45454545454545453,-1.0,-1.0,-1.0,-0.8551581714071154
200072,-0.38461538461538464,-0.6363636363636364,-1.0,-0.5,-1.0,-0.8930817610062893
200073,-0.3076923076923077,-0.6363636363636364,-1.0,-0.5,-1.0,-0.1948746831878344
200074,0.0,-0.09090909090909091,-2.0,0.5,-1.0,-0.7922650896461091
200075,-0.38461538461538464,-0.09090909090909091,-1.0,-0.5,0.0,1.124002628367596
200076,-0.07692307692307693,-0.09090909090909091,0.0,-1.0,0.0,1.124002628367596
200077,0.6923076923076923,-0.09090909090909091,-1.0,1.0,-1.0,1.124002628367596
200078,0.07692307692307693,0.0,-1.0,1.0,-1.0,1.2026659157044963
200079,0.7692307692307693,-0.18181818181818182,0.0,-1.0,0.0,-0.41997559372946586
200080,-0.46153846153846156,-0.6363636363636364,0.0,-0.5,0.0,-0.40026283675959823
200081,-0.07692307692307693,-0.6363636363636364,0.0,-0.5,-1.0,-0.8258706467661692
200082,1.4615384615384615,-0.6363636363636364,-1.0,0.5,0.0,0.5596545574016709
200083,0.15384615384615385,-0.09090909090909091,1.0,-1.0,1.0,-0.3621515066178541
200084,-0.15384615384615385,0.0,-1.0,-0.5,-1.0,0.00037548108514033607
200085,1.5384615384615385,0.0,1.0,1.0,-1.0,0.00037548108514033607
200086,-1.0,-0.45454545454545453,-1.0,0.5,0.0,-0.9266873181263494
200087,1.1538461538461537,0.18181818181818182,-1.0,0.5,-1.0,-0.9730592321411808
200088,0.7692307692307693,-0.45454545454545453,0.0,-0.5,-1.0,0.44325542100816673
200089,0.7692307692307693,0.18181818181818182,0.0,-0.5,0.0,0.44325542100816673
200090,0.3076923076923077,-0.6363636363636364,0.0,-0.5,1.0,1.1724396883506993
200091,1.1538461538461537,1.2727272727272727,-1.0,-1.0,0.0,-0.3411245658499953
200092,-0.46153846153846156,-0.2727272727272727,0.0,-0.5,0.0,-0.3846803717262743
200093,0.7692307692307693,-0.6363636363636364,0.0,0.0,0.0,0.6411339528771238
200094,-0.3076923076923077,-0.09090909090909091,-1.0,-0.5,-1.0,-0.4220407396977377
200095,1.3846153846153846,-0.45454545454545453,-1.0,-1.0,-1.0,1.1810757533089271
200096,-0.9230769230769231,-0.36363636363636365,-1.0,-1.0,-1.0,-0.4241058856660096
200097,1.6923076923076923,-0.2727272727272727,-1.0,-0.5,-1.0,1.2417159485590914
200098,1.6923076923076923,0.2727272727272727,-1.0,-1.0,0.0,1.2417159485590914
200099,0.6153846153846154,1.4545454545454546,-1.0,1.0,-1.0,-0.9792546700459964
200100,0.07692307692307693,-0.09090909090909091,-1.0,1.0,-1.0,-0.9734347132263212
200101,-0.3076923076923077,-0.6363636363636364,-1.0,-0.5,1.0,-0.8076598141368628
200102,-1.2307692307692308,-0.09090909090909091,0.0,-0.5,0.0,-0.8132920304139679
200103,-0.15384615384615385,-0.45454545454545453,-1.0,-0.5,-1.0,-0.4597765887543415
200104,0.07692307692307693,-0.45454545454545453,0.0,1.5,0.0,-0.393316436684502
200105,1.7692307692307692,-0.45454545454545453,0.0,-1.0,0.0,2.175161926217967
200106,1.0769230769230769,-0.6363636363636364,-1.0,0.5,1.0,2.0490002816108137
200107,-0.8461538461538461,-0.18181818181818182,0.0,-0.5,-1.0,-0.2842391814512344
200108,-0.8461538461538461,0.0,0.0,-0.5,1.0,-0.8202384304890641
200109,-1.0769230769230769,0.7272727272727273,-1.0,-0.5,0.0,-0.8236177602553272
200110,1.1538461538461537,-0.6363636363636364,0.0,0.5,-1.0,0.042429362620857974
200111,-0.15384615384615385,0.0,1.0,-0.5,0.0,-0.22228480240307893
200112,1.3846153846153846,1.7272727272727273,-2.0,0.0,-1.0,1.890547263681592
200113,-0.9230769230769231,1.0,-1.0,-1.0,-1.0,-0.8418285928846334
200114,-0.15384615384615385,-0.36363636363636365,0.0,2.0,0.0,-0.5168497136956726
200115,0.07692307692307693,-0.36363636363636365,-1.0,0.0,-1.0,0.03191589223692856
200116,-0.15384615384615385,-0.18181818181818182,0.0,0.0,-1.0,0.8209893926593448
200117,0.0,0.36363636363636365,-1.0,-1.0,-1.0,0.4655965455740167
200118,0.0,-0.36363636363636365,-1.0,1.5,-1.0,-0.8303764197878531
200119,0.5384615384615384,1.7272727272727273,-1.0,-0.5,-1.0,1.8212710034732
200120,-0.46153846153846156,1.4545454545454546,1.0,-0.5,1.0,-0.8720548202384305
200121,-0.23076923076923078,1.3636363636363635,-1.0,-1.0,0.0,-0.20876748333802686
200122,1.5384615384615385,0.6363636363636364,-1.0,-1.0,0.0,-0.4308645451985356
200123,1.1538461538461537,-0.09090909090909091,-1.0,-1.0,-1.0,2.305266122219093
200124,-0.38461538461538464,-0.09090909090909091,1.0,1.0,0.0,-0.20388622923120248
200125,-0.7692307692307693,-0.09090909090909091,0.0,-0.5,-1.0,-0.9180512531681216
200126,1.6923076923076923,1.4545454545454546,-1.0,-0.5,-1.0,0.5733596170092932
200127,-1.3076923076923077,1.3636363636363635,-1.0,-0.5,0.0,-1.0481554491692482
200128,-1.0769230769230769,-0.45454545454545453,-1.0,-1.0,1.0,-0.8889514690697456
200129,1.0,1.1818181818181819,-1.0,-0.5,1.0,-0.12972871491598612
200130,0.5384615384615384,0.45454545454545453,-2.0,1.0,1.0,-0.47291842673425327
200131,1.0769230769230769,0.45454545454545453,-1.0,1.0,-1.0,0.36609405801182765
200132,-0.38461538461538464,0.18181818181818182,1.0,0.5,-1.0,-0.5067117243968835
200133,0.38461538461538464,0.18181818181818182,-1.0,0.5,0.0,0.17478644513282643
200134,-0.7692307692307693,1.6363636363636365,-1.0,-0.5,-1.0,-0.8102881817328452
200135,0.0,-0.09090909090909091,1.0,2.0,0.0,-0.4349948371350793
200136,1.1538461538461537,0.09090909090909091,1.0,0.0,0.0,0.6368159203980099
200137,0.23076923076923078,-0.2727272727272727,0.0,1.0,-1.0,-0.25457617572514785
200138,-0.8461538461538461,1.9090909090909092,0.0,0.0,-1.0,0.259269689289402
200139,-0.46153846153846156,0.18181818181818182,-1.0,-1.0,0.0,-0.17103163428142307
200140,0.15384615384615385,0.18181818181818182,-1.0,-1.0,0.0,-0.7145405050220596
200141,0.15384615384615385,2.0,-1.0,1.5,-1.0,-0.7145405050220596
200143,-0.46153846153846156,1.0,-1.0,-0.5,-1.0,-0.8684877499295973
200144,-0.3076923076923077,-0.18181818181818182,1.0,-1.0,0.0,-0.48624800525673517
200145,-0.46153846153846156,-0.18181818181818182,-1.0,1.5,0.0,-0.7611001595794612
200146,-0.46153846153846156,-0.45454545454545453,0.0,-1.0,-1.0,-0.8519665821834225
200147,0.38461538461538464,0.2727272727272727,0.0,1.0,-1.0,1.8629494039237773
200148,0.38461538461538464,0.18181818181818182,-1.0,0.0,1.0,-0.9424575237022434
200149,-1.3076923076923077,-0.36363636363636365,-1.0,-0.5,1.0,-1.0842016333427205
200150,0.3076923076923077,1.7272727272727273,-1.0,-0.5,-1.0,-0.31033511686848775
200151,-0.07692307692307693,-0.6363636363636364,-1.0,-0.5,1.0,0.006946400075096217
200152,1.3076923076923077,-0.09090909090909091,-1.0,0.0,-1.0,-0.9296911668074721
200153,0.6923076923076923,0.18181818181818182,-1.0,-1.0,-1.0,-0.921806064019525
200154,-0.3076923076923077,0.09090909090909091,-1.0,-0.5,0.0,0.3266685440720924
200155,-0.5384615384615384,0.0,-1.0,-0.5,0.0,-0.2113958509340092
200156,1.1538461538461537,0.0,0.0,0.0,0.0,-0.2113958509340092
200157,1.6923076923076923,0.18181818181818182,0.0,1.0,-1.0,-0.7344410025344973
200158,0.3076923076923077,-0.2727272727272727,0.0,-1.0,-1.0,0.6753027316248944
200159,-0.15384615384615385,-0.45454545454545453,-1.0,2.0,1.0,-0.9437717075002346
200160,-1.0769230769230769,1.0909090909090908,-1.0,-0.5,0.0,-0.9264995775837792
200161,-0.6923076923076923,0.18181818181818182,-1.0,2.0,-1.0,-0.9826339998122594
200162,-0.6153846153846154,1.2727272727272727,-1.0,-0.5,-1.0,-0.8532807659814137
200163,1.6153846153846154,1.5454545454545454,-2.0,0.5,0.0,0.40946212334553644
200164,-0.6923076923076923,-0.36363636363636365,0.0,-0.5,1.0,-0.8808786257392284
200165,1.0769230769230769,0.36363636363636365,-1.0,0.5,0.0,2.3782971932788888
200166,0.38461538461538464,0.6363636363636364,-1.0,1.0,0.0,-0.9024687881347977
200167,-0.46153846153846156,-0.18181818181818182,-1.0,0.0,0.0,0.4057073124941331
200168,0.15384615384615385,-0.6363636363636364,0.0,1.0,0.0,0.26809349479019995
200169,-0.3076923076923077,-0.09090909090909091,-1.0,0.5,0.0,-0.7922650896461091
200170,-0.6923076923076923,0.9090909090909091,-1.0,-1.0,-1.0,-0.7885102787947057
200171,-1.3076923076923077,-0.6363636363636364,1.0,-1.0,0.0,-0.9261240964986389
200172,0.0,-0.36363636363636365,-1.0,1.0,-1.0,-0.9706186050877686
200173,-0.46153846153846156,0.18181818181818182,-1.0,-0.5,0.0,-0.7858819111987234
200174,0.6923076923076923,-0.2727272727272727,-1.0,1.0,-1.0,-0.4227917018680184
200175,1.5384615384615385,-0.45454545454545453,-1.0,1.0,0.0,-0.8932695015488594
200176,-0.23076923076923078,-0.45454545454545453,-1.0,-1.0,0.0,-0.8932695015488594
200177,-1.3076923076923077,-0.45454545454545453,0.0,-0.5,-1.0,-1.1557307800619543
200178,0.7692307692307693,-0.6363636363636364,-1.0,-0.5,0.0,0.5998310335116869
200179,0.15384615384615385,0.18181818181818182,-1.0,-0.5,0.0,-0.9330704965737351
200180,-0.15384615384615385,0.45454545454545453,-1.0,-1.0,1.0,-0.9287524640946212
200181,-0.15384615384615385,1.8181818181818181,-1.0,0.0,-1.0,-0.9287524640946212
200182,0.38461538461538464,1.1818181818181819,-1.0,-0.5,1.0,-0.773115554303952
200183,1.3076923076923077,-0.6363636363636364,0.0,0.0,-1.0,-0.6698582558903595
200184,1.3076923076923077,0.6363636363636364,-2.0,-0.5,0.0,-0.8452079226508965
200185,-0.23076923076923078,0.6363636363636364,-1.0,-0.5,-1.0,-0.8452079226508965
200186,0.3076923076923077,-0.2727272727272727,-1.0,-0.5,0.0,2.2106448887637287
200187,1.4615384615384615,0.6363636363636364,-2.0,-1.0,1.0,2.1522575800244064
200188,-0.15384615384615385,-0.45454545454545453,0.0,-0.5,-1.0,0.4297381019431146
200189,1.1538461538461537,-0.36363636363636365,-1.0,0.5,0.0,1.215807753684408
200190,1.2307692307692308,-0.6363636363636364,0.0,-1.0,-1.0,2.392002252886511
200191,-0.6923076923076923,0.18181818181818182,-1.0,-0.5,-1.0,-0.9347601614568666
200192,-0.07692307692307693,1.4545454545454546,0.0,0.5,0.0,-0.2519478081291655
200193,0.5384615384615384,0.0,-2.0,1.0,0.0,-0.9704308645451986
200194,0.6923076923076923,-0.45454545454545453,0.0,-1.0,-1.0,1.789918332863982
200195,-0.07692307692307693,1.2727272727272727,-2.0,-0.5,1.0,-0.6935135642542007
200196,-0.07692307692307693,1.2727272727272727,-1.0,1.5,-1.0,-0.37416690134234487
200197,0.46153846153846156,1.2727272727272727,-1.0,0.0,-1.0,-0.37416690134234487
200198,0.15384615384615385,-0.45454545454545453,-1.0,-1.0,0.0,-0.13235708251196845
200199,0.15384615384615385,2.0,-1.0,0.5,0.0,-0.18717732094245754
200200,-0.6923076923076923,1.0,0.0,1.5,0.0,-0.08523420632685628
200201,1.0,1.0,-1.0,-0.5,0.0,-0.08523420632685628
200202,0.3076923076923077,0.2727272727272727,-1.0,-0.5,-1.0,-0.848024030789449
200203,0.3076923076923077,1.0909090909090908,-1.0,-1.0,0.0,-0.848024030789449
200204,0.15384615384615385,2.0,-1.0,-1.0,0.0,-0.1098282174035483
200205,-0.5384615384615384,1.8181818181818181,-1.0,-0.5,0.0,0.07152914671923402
200206,-1.0769230769230769,-0.18181818181818182,-2.0,-0.5,-1.0,-0.9255608748709284
200207,0.0,1.0,-1.0,-0.5,1.0,-0.9584154698207078
200208,0.3076923076923077,-0.6363636363636364,0.0,-1.0,-1.0,-0.44719797240214026
200209,0.7692307692307693,-0.6363636363636364,-1.0,-1.0,-1.0,0.4013892800150192
200210,-0.3076923076923077,-0.2727272727272727,1.0,-0.5,0.0,0.5898807847554679
200211,-0.46153846153846156,-0.6363636363636364,0.0,-0.5,0.0,0.2282924997653243
200212,-0.6923076923076923,1.1818181818181819,-1.0,-0.5,0.0,0.5112174974185676
200213,1.1538461538461537,0.09090909090909091,0.0,1.5,0.0,0.9822585187271191
200214,-0.46153846153846156,-0.36363636363636365,-1.0,1.5,0.0,-0.8637942363653431
200215,0.38461538461538464,-0.09090909090909091,-1.0,0.5,0.0,1.188960856096874
200216,-0.46153846153846156,1.7272727272727273,0.0,1.5,0.0,-0.10551018492443442
200217,-0.5384615384615384,-0.6363636363636364,-1.0,-1.0,-1.0,-0.9762508213648737
200218,0.6923076923076923,-0.09090909090909091,0.0,2.0,-1.0,0.30169905191026003
200219,1.3846153846153846,-0.36363636363636365,-1.0,0.0,0.0,-0.24744203510748147
200220,0.0,-0.18181818181818182,-1.0,-1.0,1.0,-0.25232328921430586
200221,-0.23076923076923078,-0.2727272727272727,0.0,2.0,-1.0,-0.870365155355299
200222,0.07692307692307693,0.36363636363636365,-1.0,-0.5,0.0,0.9249976532432179
200223,0.15384615384615385,-0.36363636363636365,-1.0,-1.0,0.0,0.6291185581526331
200224,-0.38461538461538464,-0.36363636363636365,1.0,-1.0,-1.0,-0.9539096967990237
200225,1.7692307692307692,-0.36363636363636365,0.0,0.5,0.0,-0.9539096967990237
200226,0.07692307692307693,-0.2727272727272727,-1.0,1.0,-1.0,-0.9539096967990237
200227,-0.5384615384615384,-0.6363636363636364,-1.0,-0.5,-1.0,0.1239087580963109
200228,-0.07692307692307693,-0.6363636363636364,-1.0,-0.5,-1.0,0.2874307706749272
200229,-0.5384615384615384,1.0,0.0,-0.5,0.0,-0.9141087017741482
200230,1.2307692307692308,-0.45454545454545453,0.0,-1.0,-1.0,-0.7595982352388998
200231,0.46153846153846156,-0.2727272727272727,-1.0,-0.5,0.0,2.248005256735192
200232,1.7692307692307692,-0.09090909090909091,-1.0,-1.0,-1.0,-0.9370130479677087
200233,1.0769230769230769,-0.6363636363636364,-1.0,0.5,0.0,2.30151131136769
200234,-0.23076923076923078,0.6363636363636364,-1.0,1.5,0.0,-0.9052848962733502
200235,0.5384615384615384,0.8181818181818182,-1.0,1.5,0.0,1.6532432178728997
200236,-0.23076923076923078,-0.45454545454545453,-1.0,-1.0,-1.0,-0.8544072092368347
200237,1.2307692307692308,-0.45454545454545453,0.0,-0.5,1.0,2.2172158077536843
200238,0.23076923076923078,-0.2727272727272727,-1.0,0.0,-1.0,-0.9435839669576646
200239,0.23076923076923078,-0.6363636363636364,0.0,-1.0,-1.0,-0.9435839669576646
200240,0.23076923076923078,-0.6363636363636364,-1.0,-1.0,0.0,-0.9435839669576646
200241,-0.3076923076923077,1.0909090909090908,-1.0,-1.0,1.0,-0.7858819111987234
200242,0.38461538461538464,1.0909090909090908,-1.0,0.0,-1.0,-0.7858819111987234
200243,0.3076923076923077,1.5454545454545454,-1.0,-0.5,0.0,-0.7395099971838919
200244,0.6923076923076923,-0.6363636363636364,-2.0,-1.0,1.0,2.242373040458087
200245,-0.38461538461538464,-0.36363636363636365,-1.0,-1.0,1.0,1.2047310616727682
200246,-0.23076923076923078,-0.18181818181818182,0.0,-0.5,1.0,-0.8161081385525204
200247,-0.15384615384615385,-0.45454545454545453,0.0,2.0,0.0,-0.2442504458837886
200248,0.6923076923076923,-0.6363636363636364,0.0,0.0,0.0,-0.15469820707781845
200249,0.6923076923076923,0.0,-2.0,1.0,1.0,-0.15469820707781845
200250,0.07692307692307693,0.2727272727272727,-1.0,2.0,1.0,0.5237961137707688
200251,0.23076923076923078,-0.45454545454545453,-1.0,-1.0,0.0,0.6908851966582183
200252,-0.5384615384615384,0.7272727272727273,-1.0,-0.5,-1.0,-0.9233079883600863
200253,0.46153846153846156,0.9090909090909091,-2.0,0.5,-1.0,-0.1338590068525298
200254,-0.5384615384615384,1.1818181818181819,-1.0,0.0,0.0,-0.061391157420444945
200255,-0.8461538461538461,-0.45454545454545453,-1.0,-1.0,0.0,-0.4430676804655965
200256,0.46153846153846156,-0.45454545454545453,0.0,-1.0,-1.0,-0.8758096310898339
200257,0.3076923076923077,-0.45454545454545453,-1.0,-1.0,-1.0,2.286304327419506
200258,1.1538461538461537,-0.6363636363636364,-1.0,-0.5,-1.0,-0.851403360555712
200259,-0.3076923076923077,2.0,0.0,-1.0,1.0,-0.709471510372665
200260,-0.3076923076923077,0.0,-2.0,-0.5,0.0,-0.8380737820332301
200261,0.15384615384615385,-0.45454545454545453,0.0,0.5,0.0,-0.37717075002346756
200262,-0.3076923076923077,-0.45454545454545453,0.0,1.0,0.0,-0.9540974373415939
200263,0.7692307692307693,-0.45454545454545453,1.0,0.5,1.0,1.8049375762695954
200264,-0.5384615384615384,-0.45454545454545453,-1.0,0.0,0.0,-0.708345067117244
200265,-0.5384615384615384,-0.45454545454545453,0.0,0.0,0.0,-0.11527269313808317
200266,-0.38461538461538464,1.4545454545454546,0.0,-1.0,0.0,-0.31465314934760164
200267,0.6923076923076923,-0.18181818181818182,-2.0,-0.5,0.0,1.1711255045527083
200268,0.6923076923076923,1.1818181818181819,-1.0,-1.0,-1.0,1.1711255045527083
200269,0.0,-0.09090909090909091,-1.0,-1.0,0.0,-0.7599737163240402
200270,1.4615384615384615,-0.6363636363636364,-1.0,-1.0,-1.0,2.2128977752745707
200271,0.8461538461538461,2.0,-1.0,-0.5,-1.0,0.8619168309396414
200272,-0.6153846153846154,0.18181818181818182,-1.0,-0.5,0.0,-0.9739979348540317
200273,0.07692307692307693,-0.09090909090909091,-1.0,1.0,-1.0,-0.14193185018304702
200274,-1.1538461538461537,-0.36363636363636365,0.0,-0.5,0.0,-0.7562189054726368
200275,0.07692307692307693,-0.6363636363636364,-1.0,0.0,-1.0,1.191213742607716
200276,-0.07692307692307693,1.3636363636363635,-2.0,-1.0,0.0,0.8895146906974561
200277,0.15384615384615385,0.0,-2.0,-0.5,-1.0,-0.31033511686848775
200278,-0.7692307692307693,-0.6363636363636364,-1.0,-0.5,0.0,-0.16164460715291468
200279,1.0769230769230769,-0.2727272727272727,-1.0,0.5,-1.0,2.231484088989017
200280,1.3076923076923077,-0.36363636363636365,-1.0,0.5,-1.0,1.9386088425795551
200281,0.46153846153846156,-0.6363636363636364,-1.0,-0.5,-1.0,-0.44137801558246503
200282,-0.5384615384615384,1.1818181818181819,-1.0,-0.5,-1.0,-0.5076504271097343
200283,1.4615384615384615,1.1818181818181819,-1.0,0.5,0.0,-0.34600581995681967
200284,-0.7692307692307693,-0.6363636363636364,-1.0,-0.5,0.0,-0.4725429456491129
200285,0.07692307692307693,-0.6363636363636364,-1.0,-0.5,0.0,-0.9655496104383742
200286,0.6153846153846154,1.5454545454545454,-1.0,0.5,0.0,-0.7691730029099784
200287,0.15384615384615385,1.4545454545454546,-1.0,-1.0,-1.0,-0.28405144090866424
200288,-0.7692307692307693,0.8181818181818182,-1.0,0.0,0.0,-0.9171125504552708
200289,-0.6153846153846154,0.09090909090909091,-1.0,-0.5,0.0,-0.7411996620670234
200290,1.0,0.2727272727272727,-1.0,-1.0,-1.0,2.1415563690979065
200291,0.0,-0.18181818181818182,-1.0,1.0,-1.0,-0.520604524547076
200292,-0.38461538461538464,-0.18181818181818182,-1.0,-0.5,0.0,-0.8390124847460809
200293,-0.7692307692307693,-0.2727272727272727,0.0,-0.5,0.0,-0.2684689758753403
200294,0.07692307692307693,0.18181818181818182,-1.0,-0.5,-1.0,-0.9259363559560687
200295,0.46153846153846156,1.7272727272727273,-1.0,1.5,1.0,1.1765699802872431
200296,-1.3846153846153846,-0.36363636363636365,-1.0,-0.5,-1.0,-1.096029287524641
200297,-0.07692307692307693,0.8181818181818182,-1.0,-1.0,1.0,0.14305829343846804
200298,1.1538461538461537,1.0,-2.0,1.0,-1.0,-0.6702337369754998
200299,1.1538461538461537,-0.45454545454545453,1.0,1.5,-1.0,-0.3334272036046184
200300,0.38461538461538464,-0.45454545454545453,-1.0,-0.5,-1.0,1.6440439312869615
200301,-1.3846153846153846,0.2727272727272727,0.0,-0.5,1.0,-1.137332206890078
200302,-0.6153846153846154,0.8181818181818182,-2.0,-1.0,1.0,-0.29982164648455834
200303,-0.38461538461538464,0.0,-2.0,1.0,-1.0,-0.06176663850558528
200304,0.23076923076923078,-0.6363636363636364,-2.0,-1.0,-1.0,0.4421289777527457
200305,0.0,1.5454545454545454,-1.0,-1.0,-1.0,-0.29738101943114614
200306,-0.3076923076923077,0.0,0.0,-0.5,1.0,-0.33305172251947807
200307,0.15384615384615385,1.6363636363636365,0.0,0.5,-1.0,0.901717825964517
200308,1.6923076923076923,-0.6363636363636364,1.0,0.0,0.0,-0.3000093870271285
200309,-0.38461538461538464,-0.45454545454545453,-1.0,-1.0,0.0,-0.4575237022434995
200310,-0.38461538461538464,-0.45454545454545453,0.0,0.5,0.0,-0.15920398009950248
200311,0.6923076923076923,0.0,-1.0,-0.5,1.0,-0.38449263118370414
200312,-0.38461538461538464,-0.45454545454545453,-1.0,-1.0,0.0,-0.8566600957476768
200313,-0.23076923076923078,-0.18181818181818182,-1.0,2.0,1.0,0.8673613066741763
