CustomerID,Age,DurationOfPitch,NumberOfFollowups,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,CustoomerID
200029,0.6511627906976744,0.0967741935483871,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.8608782611253273,200029
200030,0.34883720930232565,0.0967741935483871,0.4000000000000001,0.5714285714285714,0.6666666666666666,0.3770110885614283,200030
200031,0.6046511627906977,0.3548387096774194,0.4000000000000001,0.2857142857142857,0.3333333333333333,0.49374981617106384,200031
200032,0.2790697674418605,0.32258064516129037,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.3684814259242919,200032
200033,0.4883720930232558,0.19354838709677422,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.3649519103503045,200033
200034,0.13953488372093026,0.03225806451612903,0.4000000000000001,0.2857142857142857,0.6666666666666666,0.3710403247154328,200034
200035,0.5813953488372093,0.0967741935483871,0.2,0.14285714285714285,0.3333333333333333,0.38139357039912936,200035
200036,0.744186046511628,0.1290322580645161,0.6000000000000001,0.14285714285714285,0.0,0.38251125033089206,200036
200037,0.39534883720930236,0.0967741935483871,0.4000000000000001,0.14285714285714285,0.0,0.362834201005912,200037
200039,0.34883720930232565,0.03225806451612903,0.2,0.2857142857142857,0.0,0.4617194623371276,200039
200040,0.39534883720930236,0.16129032258064516,0.4000000000000001,0.14285714285714285,0.0,0.36098120532956857,200040
200041,0.2093023255813954,0.0967741935483871,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.3724521309450278,200041
200042,0.18604651162790697,0.8387096774193549,0.8,0.14285714285714285,0.3333333333333333,0.3710403247154328,200042
200043,0.2093023255813954,0.29032258064516125,0.4000000000000001,0.14285714285714285,0.0,0.5602517721109445,200043
200044,0.5348837209302326,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.8784670137356981,200044
200045,0.5348837209302326,0.4193548387096774,0.4000000000000001,0.14285714285714285,0.0,0.8784670137356981,200045
200046,0.37209302325581395,0.6451612903225806,0.4000000000000001,0.0,0.3333333333333333,0.43795405747227867,200046
200047,0.4418604651162791,0.6451612903225806,0.4000000000000001,0.5714285714285714,0.3333333333333333,0.39248213182740677,200047
200048,0.6511627906976744,0.19354838709677422,0.4000000000000001,0.5714285714285714,0.3333333333333333,0.4733668637312862,200048
200049,0.39534883720930236,0.29032258064516125,0.2,0.14285714285714285,0.3333333333333333,0.37033442160063534,200049
200050,0.6976744186046512,0.03225806451612903,0.6000000000000001,0.0,0.6666666666666666,0.4618665254860437,200050
200051,0.6046511627906977,0.19354838709677422,0.4000000000000001,0.14285714285714285,0.0,0.4048060237065796,200051
200052,0.6046511627906977,0.03225806451612903,0.4000000000000001,0.7142857142857142,0.0,0.46401364746021945,200052
200053,0.39534883720930236,0.3870967741935484,0.6000000000000001,0.2857142857142857,0.3333333333333333,0.5943115973999236,200053
200054,0.34883720930232565,0.7741935483870968,0.6000000000000001,0.0,0.0,0.6994323362451838,200054
200055,0.34883720930232565,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.6994323362451838,200055
200056,0.39534883720930236,0.6129032258064516,0.4000000000000001,0.14285714285714285,0.0,0.570340304126592,200056
200057,0.3023255813953488,0.7741935483870968,0.4000000000000001,0.42857142857142855,0.0,0.477572869790288,200057
200058,0.3023255813953488,0.25806451612903225,0.4000000000000001,0.42857142857142855,0.0,0.477572869790288,200058
200059,0.4418604651162791,0.03225806451612903,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.4798670549133799,200059
200060,0.32558139534883723,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.4848377893467455,200060
200061,0.4651162790697675,0.9677419354838709,0.4000000000000001,0.14285714285714285,0.0,0.37436395188093774,200061
200062,0.744186046511628,0.25806451612903225,0.6000000000000001,0.7142857142857142,0.3333333333333333,0.8547898467601989,200062
200063,0.9534883720930233,0.8387096774193549,0.4000000000000001,0.0,0.0,0.5282214182770082,200063
200064,0.41860465116279066,0.29032258064516125,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.6005470749139681,200064
200065,0.8604651162790699,0.29032258064516125,0.4000000000000001,0.2857142857142857,0.3333333333333333,0.7376099297038149,200065
200066,0.41860465116279066,0.3870967741935484,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.4947498455836936,200066
200067,0.6279069767441862,0.25806451612903225,0.4000000000000001,0.2857142857142857,0.3333333333333333,0.5896055766346069,200067
200068,0.39534883720930236,0.03225806451612903,0.4000000000000001,0.5714285714285714,0.3333333333333333,0.3681284743668932,200068
200069,0.9534883720930233,0.32258064516129037,0.6000000000000001,0.0,0.3333333333333333,0.40324715432806846,200069
200070,0.9534883720930233,0.03225806451612903,0.6000000000000001,0.0,0.3333333333333333,0.4645724874261008,200070
200071,0.2558139534883721,0.0967741935483871,0.4000000000000001,0.0,0.0,0.3830995029265567,200071
200072,0.3023255813953488,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.3771581517103444,200072
200073,0.32558139534883723,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.48654372187417283,200073
200074,0.41860465116279066,0.22580645161290322,0.2,0.42857142857142855,0.0,0.39295273390393837,200074
200075,0.3023255813953488,0.22580645161290322,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.6931674461013559,200075
200076,0.39534883720930236,0.22580645161290322,0.6000000000000001,0.0,0.3333333333333333,0.6931674461013559,200076
200077,0.6279069767441862,0.22580645161290322,0.4000000000000001,0.5714285714285714,0.0,0.6931674461013559,200077
200078,0.4418604651162791,0.25806451612903225,0.4000000000000001,0.5714285714285714,0.0,0.7054913379805289,200078
200079,0.6511627906976744,0.19354838709677422,0.6000000000000001,0.0,0.3333333333333333,0.45127797876408127,200079
200080,0.2790697674418605,0.03225806451612903,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.45436630489132035,200080
200081,0.39534883720930236,0.03225806451612903,0.6000000000000001,0.14285714285714285,0.0,0.38768787317274045,200081
200082,0.8604651162790699,0.03225806451612903,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.6047530809729699,200082
200083,0.4651162790697675,0.22580645161290322,0.8,0.0,0.6666666666666666,0.46033706873731584,200083
200084,0.37209302325581395,0.25806451612903225,0.4000000000000001,0.14285714285714285,0.0,0.5171328568487309,200084
200085,0.8837209302325583,0.25806451612903225,0.8,0.5714285714285714,0.0,0.5171328568487309,200085
200086,0.11627906976744184,0.0967741935483871,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.3718932909791465,200086
200087,0.7674418604651162,0.32258064516129037,0.4000000000000001,0.42857142857142855,0.0,0.3646283714226889,200087
200088,0.6511627906976744,0.0967741935483871,0.6000000000000001,0.14285714285714285,0.0,0.5865172505073679,200088
200089,0.6511627906976744,0.32258064516129037,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.5865172505073679,200089
200090,0.5116279069767442,0.03225806451612903,0.6000000000000001,0.14285714285714285,0.6666666666666666,0.700755904585429,200090
200091,0.7674418604651162,0.7096774193548387,0.4000000000000001,0.0,0.3333333333333333,0.4636312832730375,200091
200092,0.2790697674418605,0.16129032258064516,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.45680755316332833,200092
200093,0.6511627906976744,0.03225806451612903,0.6000000000000001,0.2857142857142857,0.3333333333333333,0.6175181622988912,200093
200094,0.32558139534883723,0.22580645161290322,0.4000000000000001,0.14285714285714285,0.0,0.45095443983646577,200094
200095,0.8372093023255814,0.0967741935483871,0.4000000000000001,0.0,0.0,0.7021088855554576,200095
200096,0.13953488372093026,0.1290322580645161,0.4000000000000001,0.0,0.0,0.4506309009088503,200096
200097,0.9302325581395349,0.16129032258064516,0.4000000000000001,0.14285714285714285,0.0,0.7116091649754405,200097
200098,0.9302325581395349,0.3548387096774194,0.4000000000000001,0.0,0.3333333333333333,0.7116091649754405,200098
200099,0.6046511627906977,0.7741935483870968,0.4000000000000001,0.5714285714285714,0.0,0.3636577546398424,200099
200100,0.4418604651162791,0.22580645161290322,0.4000000000000001,0.5714285714285714,0.0,0.3645695461631224,200100
200101,0.32558139534883723,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.6666666666666666,0.39054089826171356,200101
200102,0.04651162790697677,0.22580645161290322,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.3896585193682167,200102
200103,0.37209302325581395,0.0967741935483871,0.4000000000000001,0.14285714285714285,0.0,0.44504250125003675,200103
200104,0.4418604651162791,0.0967741935483871,0.6000000000000001,0.7142857142857142,0.3333333333333333,0.4554545721932999,200104
200105,0.9534883720930233,0.0967741935483871,0.6000000000000001,0.0,0.3333333333333333,0.8578487602576547,200105
200106,0.744186046511628,0.03225806451612903,0.4000000000000001,0.42857142857142855,0.6666666666666666,0.8380834730433249,200106
200107,0.16279069767441867,0.19354838709677422,0.6000000000000001,0.14285714285714285,0.0,0.47254331009735584,200107
200108,0.16279069767441867,0.25806451612903225,0.6000000000000001,0.14285714285714285,0.6666666666666666,0.3885702520662373,200108
200109,0.09302325581395354,0.5161290322580645,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.3880408247301391,200109
200110,0.7674418604651162,0.03225806451612903,0.6000000000000001,0.42857142857142855,0.0,0.5237212859201742,200110
200111,0.37209302325581395,0.25806451612903225,0.8,0.14285714285714285,0.3333333333333333,0.4822494779258214,200111
200112,0.8372093023255814,0.8709677419354839,0.2,0.2857142857142857,0.0,0.8132592135062796,200112
200113,0.13953488372093026,0.6129032258064516,0.4000000000000001,0.0,0.0,0.3851877996411659,200113
200114,0.37209302325581395,0.1290322580645161,0.6000000000000001,0.8571428571428572,0.3333333333333333,0.4361010617959352,200114
200115,0.4418604651162791,0.1290322580645161,0.4000000000000001,0.2857142857142857,0.0,0.5220741786523133,200115
200116,0.37209302325581395,0.19354838709677422,0.6000000000000001,0.2857142857142857,0.0,0.6456954616312245,200116
200117,0.41860465116279066,0.3870967741935484,0.4000000000000001,0.0,0.0,0.5900173534515721,200117
200118,0.41860465116279066,0.1290322580645161,0.4000000000000001,0.7142857142857142,0.0,0.3869819700579429,200118
200119,0.5813953488372093,0.8709677419354839,0.4000000000000001,0.14285714285714285,0.0,0.8024059531162682,200119
200120,0.2790697674418605,0.7741935483870968,0.8,0.14285714285714285,0.6666666666666666,0.38045236624606604,200120
200121,0.34883720930232565,0.7419354838709677,0.4000000000000001,0.0,0.3333333333333333,0.4843671872702139,200121
200122,0.8837209302325583,0.4838709677419355,0.4000000000000001,0.0,0.3333333333333333,0.44957204623665403,200122
200123,0.7674418604651162,0.22580645161290322,0.4000000000000001,0.0,0.0,0.8782317126974323,200123
200124,0.3023255813953488,0.22580645161290322,0.8,0.5714285714285714,0.3333333333333333,0.4851319156445778,200124
200125,0.18604651162790697,0.22580645161290322,0.6000000000000001,0.14285714285714285,0.0,0.37324627194917503,200125
200126,0.9302325581395349,0.7741935483870968,0.4000000000000001,0.14285714285714285,0.0,0.6069002029471455,200126
200127,0.023255813953488413,0.7419354838709677,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.35286331950939737,200127
200128,0.09302325581395354,0.0967741935483871,0.4000000000000001,0.0,0.6666666666666666,0.3778052295655755,200128
200129,0.7209302325581396,0.6774193548387096,0.4000000000000001,0.14285714285714285,0.6666666666666666,0.4967499044089533,200129
200130,0.5813953488372093,0.4193548387096774,0.2,0.5714285714285714,0.6666666666666666,0.44298361716521073,200130
200131,0.744186046511628,0.4193548387096774,0.4000000000000001,0.5714285714285714,0.0,0.5744286596664608,200131
200132,0.3023255813953488,0.32258064516129037,0.8,0.42857142857142855,0.0,0.4376893438042295,200132
200133,0.5348837209302326,0.32258064516129037,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.5444571899173506,200133
200134,0.18604651162790697,0.8387096774193549,0.4000000000000001,0.14285714285714285,0.0,0.39012912144474843,200134
200135,0.41860465116279066,0.22580645161290322,0.8,0.8571428571428572,0.3333333333333333,0.44892496838142304,200135
200136,0.7674418604651162,0.29032258064516125,0.8,0.2857142857142857,0.3333333333333333,0.616841671813877,200136
200137,0.4883720930232558,0.16129032258064516,0.6000000000000001,0.5714285714285714,0.0,0.47719050560310605,200137
200138,0.16279069767441867,0.9354838709677419,0.6000000000000001,0.2857142857142857,0.0,0.5576928733198036,200138
200139,0.2790697674418605,0.32258064516129037,0.4000000000000001,0.0,0.3333333333333333,0.4902791258566429,200139
200140,0.4651162790697675,0.32258064516129037,0.4000000000000001,0.0,0.3333333333333333,0.4051295626341952,200140
200141,0.4651162790697675,0.9677419354838709,0.4000000000000001,0.7142857142857142,0.0,0.4051295626341952,200141
200143,0.2790697674418605,0.6129032258064516,0.4000000000000001,0.14285714285714285,0.0,0.3810112062119474,200143
200144,0.32558139534883723,0.19354838709677422,0.8,0.0,0.3333333333333333,0.44089532045060154,200144
200145,0.2790697674418605,0.19354838709677422,0.4000000000000001,0.7142857142857142,0.3333333333333333,0.3978352304479543,200145
200146,0.2790697674418605,0.0967741935483871,0.6000000000000001,0.0,0.0,0.3835995176328716,200146
200147,0.5348837209302326,0.3548387096774194,0.6000000000000001,0.5714285714285714,0.0,0.808935556928145,200147
200148,0.5348837209302326,0.32258064516129037,0.4000000000000001,0.2857142857142857,0.6666666666666666,0.3694226300773552,200148
200149,0.023255813953488413,0.1290322580645161,0.4000000000000001,0.14285714285714285,0.6666666666666666,0.34721609459101743,200149
200150,0.5116279069767442,0.8709677419354839,0.4000000000000001,0.14285714285714285,0.0,0.468454954557487,200150
200151,0.39534883720930236,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.6666666666666666,0.5181622988911438,200151
200152,0.813953488372093,0.22580645161290322,0.4000000000000001,0.2857142857142857,0.0,0.37142268890261476,200152
200153,0.6279069767441862,0.32258064516129037,0.4000000000000001,0.0,0.0,0.3726580193535104,200153
200154,0.32558139534883723,0.29032258064516125,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.5682520074119828,200154
200155,0.2558139534883721,0.25806451612903225,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.48395541045324864,200155
200156,0.7674418604651162,0.25806451612903225,0.6000000000000001,0.2857142857142857,0.3333333333333333,0.48395541045324864,200156
200157,0.9302325581395349,0.32258064516129037,0.6000000000000001,0.5714285714285714,0.0,0.40201182387717294,200157
200158,0.5116279069767442,0.16129032258064516,0.6000000000000001,0.0,0.0,0.6228712609194388,200158
200159,0.37209302325581395,0.0967741935483871,0.4000000000000001,0.8571428571428572,0.6666666666666666,0.36921674166887264,200159
200160,0.09302325581395354,0.6451612903225806,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.37192270360892965,200160
200161,0.2093023255813954,0.32258064516129037,0.4000000000000001,0.8571428571428572,0.0,0.3631283273037442,200161
200162,0.2325581395348838,0.7096774193548387,0.4000000000000001,0.14285714285714285,0.0,0.383393629224389,200162
200163,0.9069767441860465,0.8064516129032259,0.2,0.42857142857142855,0.3333333333333333,0.5812229771463867,200163
200164,0.2093023255813954,0.1290322580645161,0.6000000000000001,0.14285714285714285,0.6666666666666666,0.3790699726462543,200164
200165,0.744186046511628,0.3870967741935484,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.8896732256831085,200165
200166,0.5348837209302326,0.4838709677419355,0.4000000000000001,0.5714285714285714,0.3333333333333333,0.375687520221183,200166
200167,0.2790697674418605,0.19354838709677422,0.4000000000000001,0.2857142857142857,0.3333333333333333,0.5806347245507221,200167
200168,0.4651162790697675,0.03225806451612903,0.6000000000000001,0.5714285714285714,0.3333333333333333,0.5590752669196153,200168
200169,0.32558139534883723,0.22580645161290322,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.39295273390393837,200169
200170,0.2093023255813954,0.5806451612903226,0.4000000000000001,0.0,0.0,0.393540986499603,200170
200171,0.023255813953488413,0.03225806451612903,0.8,0.0,0.3333333333333333,0.3719815288684961,200171
200172,0.41860465116279066,0.1290322580645161,0.4000000000000001,0.5714285714285714,0.0,0.36501073560987085,200172
200173,0.2790697674418605,0.32258064516129037,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.39395276331656814,200173
200174,0.6279069767441862,0.16129032258064516,0.4000000000000001,0.5714285714285714,0.0,0.45083678931733284,200174
200175,0.8837209302325583,0.0967741935483871,0.4000000000000001,0.5714285714285714,0.3333333333333333,0.3771287390805612,200175
200176,0.34883720930232565,0.0967741935483871,0.4000000000000001,0.0,0.3333333333333333,0.3771287390805612,200176
200177,0.023255813953488413,0.0967741935483871,0.6000000000000001,0.14285714285714285,0.0,0.3360098826436072,200177
200178,0.6511627906976744,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.6110473837465809,200178
200179,0.4651162790697675,0.32258064516129037,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.3708932615665167,200179
200180,0.37209302325581395,0.4193548387096774,0.4000000000000001,0.0,0.6666666666666666,0.371569752051531,200180
200181,0.37209302325581395,0.9032258064516129,0.4000000000000001,0.2857142857142857,0.0,0.371569752051531,200181
200182,0.5348837209302326,0.6774193548387096,0.4000000000000001,0.14285714285714285,0.6666666666666666,0.3959528221418277,200182
200183,0.813953488372093,0.03225806451612903,0.6000000000000001,0.2857142857142857,0.0,0.41212976852260363,200183
200184,0.813953488372093,0.4838709677419355,0.2,0.14285714285714285,0.3333333333333333,0.38465837230506783,200184
200185,0.34883720930232565,0.4838709677419355,0.4000000000000001,0.14285714285714285,0.0,0.38465837230506783,200185
200186,0.5116279069767442,0.16129032258064516,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.8634077472866849,200186
200187,0.8604651162790699,0.4838709677419355,0.2,0.0,0.6666666666666666,0.8542604194241008,200187
200188,0.37209302325581395,0.0967741935483871,0.6000000000000001,0.14285714285714285,0.0,0.5843995411629754,200188
200189,0.7674418604651162,0.1290322580645161,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.7075502220653549,200189
200190,0.7906976744186046,0.03225806451612903,0.6000000000000001,0.0,0.0,0.891820347657284,200190
200191,0.2093023255813954,0.32258064516129037,0.4000000000000001,0.14285714285714285,0.0,0.37062854789846766,200191
200192,0.39534883720930236,0.7741935483870968,0.6000000000000001,0.42857142857142855,0.3333333333333333,0.4776022824200712,200192
200193,0.5813953488372093,0.25806451612903225,0.2,0.5714285714285714,0.3333333333333333,0.36504014823965414,200193
200194,0.6279069767441862,0.0967741935483871,0.6000000000000001,0.0,0.0,0.7974940439424689,200194
200195,0.39534883720930236,0.7096774193548387,0.2,0.14285714285714285,0.6666666666666666,0.40842377716991674,200195
200196,0.39534883720930236,0.7096774193548387,0.4000000000000001,0.7142857142857142,0.0,0.4584546604311892,200196
200197,0.5581395348837209,0.7096774193548387,0.4000000000000001,0.2857142857142857,0.0,0.4584546604311892,200197
200198,0.4651162790697675,0.0967741935483871,0.4000000000000001,0.0,0.3333333333333333,0.49633812759198803,200198
200199,0.4651162790697675,0.9677419354838709,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.4877496396952852,200199
200200,0.2093023255813954,0.6129032258064516,0.6000000000000001,0.7142857142857142,0.3333333333333333,0.5037206976675784,200200
200201,0.7209302325581396,0.6129032258064516,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.5037206976675784,200201
200202,0.5116279069767442,0.3548387096774194,0.4000000000000001,0.14285714285714285,0.0,0.3842171828583194,200202
200203,0.5116279069767442,0.6451612903225806,0.4000000000000001,0.0,0.3333333333333333,0.3842171828583194,200203
200204,0.4651162790697675,0.9677419354838709,0.4000000000000001,0.0,0.3333333333333333,0.49986764316597554,200204
200205,0.2558139534883721,0.9032258064516129,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.5282802435365747,200205
200206,0.09302325581395354,0.19354838709677422,0.2,0.14285714285714285,0.0,0.37206976675784587,200206
200207,0.41860465116279066,0.6129032258064516,0.4000000000000001,0.14285714285714285,0.6666666666666666,0.36692255654578076,200207
200208,0.5116279069767442,0.03225806451612903,0.6000000000000001,0.0,0.0,0.4470131474455131,200208
200209,0.6511627906976744,0.03225806451612903,0.4000000000000001,0.0,0.0,0.5799582340657078,200209
200210,0.32558139534883723,0.16129032258064516,0.8,0.14285714285714285,0.3333333333333333,0.6094885143680697,200210
200211,0.2790697674418605,0.03225806451612903,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.5528397894055708,200211
200212,0.2093023255813954,0.6774193548387096,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.5971646224888968,200212
200213,0.7674418604651162,0.29032258064516125,0.6000000000000001,0.7142857142857142,0.3333333333333333,0.6709609106150182,200213
200214,0.2790697674418605,0.1290322580645161,0.4000000000000001,0.7142857142857142,0.3333333333333333,0.38174652195652814,200214
200215,0.5348837209302326,0.22580645161290322,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.7033442160063531,200215
200216,0.2790697674418605,0.8709677419354839,0.6000000000000001,0.7142857142857142,0.3333333333333333,0.5005441336509897,200216
200217,0.2558139534883721,0.03225806451612903,0.4000000000000001,0.0,0.0,0.364128356716374,200217
200218,0.6279069767441862,0.22580645161290322,0.6000000000000001,0.8571428571428572,0.0,0.5643401276508133,200218
200219,0.8372093023255814,0.1290322580645161,0.4000000000000001,0.2857142857142857,0.3333333333333333,0.47830818553486865,200219
200220,0.41860465116279066,0.19354838709677422,0.4000000000000001,0.0,0.6666666666666666,0.4775434571605047,200220
200221,0.34883720930232565,0.16129032258064516,0.6000000000000001,0.8571428571428572,0.0,0.3807170799141152,200221
200222,0.4418604651162791,0.3870967741935484,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.6619900585311334,200222
200223,0.4651162790697675,0.1290322580645161,0.4000000000000001,0.0,0.3333333333333333,0.6156357539927645,200223
200224,0.3023255813953488,0.1290322580645161,0.8,0.0,0.0,0.3676284596605782,200224
200225,0.9534883720930233,0.1290322580645161,0.6000000000000001,0.42857142857142855,0.3333333333333333,0.3676284596605782,200225
200226,0.4418604651162791,0.16129032258064516,0.4000000000000001,0.5714285714285714,0.0,0.3676284596605782,200226
200227,0.2558139534883721,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.5364863672460956,200227
200228,0.39534883720930236,0.03225806451612903,0.4000000000000001,0.14285714285714285,0.0,0.5621047677872879,200228
200229,0.2558139534883721,0.6129032258064516,0.6000000000000001,0.14285714285714285,0.3333333333333333,0.37386393717462285,200229
200230,0.7906976744186046,0.0967741935483871,0.6000000000000001,0.0,0.0,0.3980705314862202,200230
200231,0.5581395348837209,0.16129032258064516,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.8692608606135476,200231
200232,0.9534883720930233,0.22580645161290322,0.4000000000000001,0.0,0.0,0.3702755963410689,200232
200233,0.744186046511628,0.03225806451612903,0.4000000000000001,0.42857142857142855,0.3333333333333333,0.8776434601017676,200233
200234,0.34883720930232565,0.4838709677419355,0.4000000000000001,0.7142857142857142,0.3333333333333333,0.3752463307744346,200234
200235,0.5813953488372093,0.5483870967741936,0.4000000000000001,0.7142857142857142,0.3333333333333333,0.7760816494602782,200235
200236,0.34883720930232565,0.0967741935483871,0.4000000000000001,0.0,0.0,0.38321715344568963,200236
200237,0.7906976744186046,0.0967741935483871,0.6000000000000001,0.14285714285714285,0.6666666666666666,0.864437189329098,200237
200238,0.4883720930232558,0.16129032258064516,0.4000000000000001,0.2857142857142857,0.0,0.3692461542986558,200238
200239,0.4883720930232558,0.03225806451612903,0.6000000000000001,0.0,0.0,0.3692461542986558,200239
200240,0.4883720930232558,0.03225806451612903,0.4000000000000001,0.0,0.3333333333333333,0.3692461542986558,200240
200241,0.32558139534883723,0.6451612903225806,0.4000000000000001,0.0,0.6666666666666666,0.39395276331656814,200241
200242,0.5348837209302326,0.6451612903225806,0.4000000000000001,0.2857142857142857,0.0,0.39395276331656814,200242
200243,0.5116279069767442,0.8064516129032259,0.4000000000000001,0.14285714285714285,0.3333333333333333,0.4012176828730257,200243
200244,0.6279069767441862,0.03225806451612903,0.2,0.0,0.6666666666666666,0.8683784817200507,200244
200245,0.3023255813953488,0.1290322580645161,0.4000000000000001,0.0,0.6666666666666666,0.7058148769081444,200245
200246,0.34883720930232565,0.19354838709677422,0.6000000000000001,0.14285714285714285,0.6666666666666666,0.3892173299214683,200246
200247,0.37209302325581395,0.0967741935483871,0.6000000000000001,0.8571428571428572,0.3333333333333333,0.47880820024118365,200247
200248,0.6279069767441862,0.03225806451612903,0.6000000000000001,0.2857142857142857,0.3333333333333333,0.4928380246477838,200248
200249,0.6279069767441862,0.25806451612903225,0.2,0.5714285714285714,0.6666666666666666,0.4928380246477838,200249
